"from","to","width","title"
"RPS6KA1","MYCBP",1,"RPS6KA1-MYCBP<br />0.103"
"ZFP69B","MYCBP",1,"ZFP69B-MYCBP<br />0.1243"
"ZFP69B","RPS6KA1",1,"ZFP69B-RPS6KA1<br />0.1225"
"DPY19L2","CTAGE9",3,"DPY19L2-CTAGE9<br />0.2538"
"OR8A1","CTAGE9",4,"OR8A1-CTAGE9<br />0.3516"
"RARRES2","CTAGE9",4,"RARRES2-CTAGE9<br />0.3552"
"OR8A1","DPY19L2",1,"OR8A1-DPY19L2<br />0.1399"
"RARRES2","OR8A1",3,"RARRES2-OR8A1<br />0.2589"
"MCAT","DDX28",4,"MCAT-DDX28<br />0.4281"
"MRM3","DDX28",6,"MRM3-DDX28<br />0.6018"
"MRPL58","DDX28",5,"MRPL58-DDX28<br />0.4796"
"MRM3","MCAT",5,"MRM3-MCAT<br />0.4816"
"MRPL58","MCAT",4,"MRPL58-MCAT<br />0.3842"
"MRPL58","MRM3",5,"MRPL58-MRM3<br />0.5248"
"KIF27","CCDC180",3,"KIF27-CCDC180<br />0.2509"
"UBQLN1","CCDC180",2,"UBQLN1-CCDC180<br />0.213"
"RBM18","KIF27",2,"RBM18-KIF27<br />0.2475"
"UBQLN1","KIF27",1,"UBQLN1-KIF27<br />0.1093"
"UBQLN1","RBM18",1,"UBQLN1-RBM18<br />0.1023"
"KRT7","FOXN4",1,"KRT7-FOXN4<br />0.1152"
"TUBA1A","FOXN4",3,"TUBA1A-FOXN4<br />0.2553"
"TUBA1A","KRT7",2,"TUBA1A-KRT7<br />0.2385"
"TUBA1A","PRKAG1",3,"TUBA1A-PRKAG1<br />0.3196"
"RPL31","RPL23",4,"RPL31-RPL23<br />0.4251"
"RPL9","RPL23",4,"RPL9-RPL23<br />0.4004"
"WDR43","RPL23",4,"WDR43-RPL23<br />0.3861"
"RPL9","RPL31",4,"RPL9-RPL31<br />0.434"
"WDR43","RPL31",3,"WDR43-RPL31<br />0.3263"
"WDR43","RPL9",3,"WDR43-RPL9<br />0.3082"
"THOC5","SNRNP25",2,"THOC5-SNRNP25<br />0.159"
"ZMAT5","SNRNP25",3,"ZMAT5-SNRNP25<br />0.3201"
"THOC7","THOC5",3,"THOC7-THOC5<br />0.277"
"ZMAT5","THOC5",3,"ZMAT5-THOC5<br />0.3215"
"ZMAT5","THOC7",1,"ZMAT5-THOC7<br />0.1424"
"RPL24","NOP58",2,"RPL24-NOP58<br />0.1618"
"UTP15","NOP58",2,"UTP15-NOP58<br />0.2424"
"UTP15","RPL24",3,"UTP15-RPL24<br />0.2956"
"UTP20","UTP15",3,"UTP20-UTP15<br />0.2677"
"MTF2","BCOR",2,"MTF2-BCOR<br />0.1527"
"PCGF1","BCOR",4,"PCGF1-BCOR<br />0.4179"
"RING1","BCOR",4,"RING1-BCOR<br />0.3741"
"PCGF1","MTF2",3,"PCGF1-MTF2<br />0.3391"
"RING1","MTF2",2,"RING1-MTF2<br />0.2267"
"RING1","PCGF1",5,"RING1-PCGF1<br />0.5084"
"PARD3","KLF6",2,"PARD3-KLF6<br />0.2357"
"PARD6B","KLF6",2,"PARD6B-KLF6<br />0.2381"
"PRKCI","KLF6",3,"PRKCI-KLF6<br />0.2702"
"PARD6B","PARD3",6,"PARD6B-PARD3<br />0.5562"
"PRKCI","PARD3",5,"PRKCI-PARD3<br />0.5224"
"PRKCI","PARD6B",5,"PRKCI-PARD6B<br />0.5294"
"KCNC4","GSTM3",2,"KCNC4-GSTM3<br />0.2253"
"KCND3","GSTM3",3,"KCND3-GSTM3<br />0.3133"
"SLC6A6","GSTM3",1,"SLC6A6-GSTM3<br />0.1197"
"KCND3","KCNC4",3,"KCND3-KCNC4<br />0.3302"
"SLC6A6","KCNC4",3,"SLC6A6-KCNC4<br />0.2531"
"SLC6A6","KCND3",1,"SLC6A6-KCND3<br />0.1177"
"KRTAP4-2","KRT31",3,"KRTAP4-2-KRT31<br />0.2691"
"KRTAP4-8","KRT31",3,"KRTAP4-8-KRT31<br />0.2569"
"STAT5A","KRT31",2,"STAT5A-KRT31<br />0.1884"
"KRTAP4-8","KRTAP4-2",4,"KRTAP4-8-KRTAP4-2<br />0.429"
"STAT5A","KRTAP4-2",3,"STAT5A-KRTAP4-2<br />0.2777"
"STAT5A","KRTAP4-8",2,"STAT5A-KRTAP4-8<br />0.1824"
"NPLOC4","NOL11",2,"NPLOC4-NOL11<br />0.2367"
"NUP85","NOL11",1,"NUP85-NOL11<br />0.1046"
"TTC30A","NOL11",2,"TTC30A-NOL11<br />0.2086"
"NUP85","NPLOC4",3,"NUP85-NPLOC4<br />0.3322"
"PPIL1","EDF1",3,"PPIL1-EDF1<br />0.2872"
"SNRNP40","EDF1",2,"SNRNP40-EDF1<br />0.1822"
"PPIL1","HNRNPM",2,"PPIL1-HNRNPM<br />0.1846"
"SNRNP40","HNRNPM",3,"SNRNP40-HNRNPM<br />0.256"
"SNRNP40","PPIL1",6,"SNRNP40-PPIL1<br />0.5791"
"MAU2","HDAC8",3,"MAU2-HDAC8<br />0.2616"
"NIPBL","HDAC8",3,"NIPBL-HDAC8<br />0.3157"
"STAG1","HDAC8",1,"STAG1-HDAC8<br />0.1257"
"NIPBL","MAU2",7,"NIPBL-MAU2<br />0.7382"
"STAG1","MAU2",2,"STAG1-MAU2<br />0.2298"
"STAG1","NIPBL",3,"STAG1-NIPBL<br />0.2542"
"NSUN4","ATPAF2",4,"NSUN4-ATPAF2<br />0.3635"
"TFB1M","ATPAF2",3,"TFB1M-ATPAF2<br />0.2926"
"WARS2","ATPAF2",3,"WARS2-ATPAF2<br />0.2586"
"TFB1M","NSUN4",6,"TFB1M-NSUN4<br />0.6274"
"WARS2","NSUN4",5,"WARS2-NSUN4<br />0.5426"
"WARS2","TFB1M",6,"WARS2-TFB1M<br />0.5907"
"PDE4DIP","FCGR1A",4,"PDE4DIP-FCGR1A<br />0.4025"
"PDZK1","FCGR1A",4,"PDZK1-FCGR1A<br />0.3786"
"SLAMF9","FCGR1A",2,"SLAMF9-FCGR1A<br />0.2358"
"PDZK1","PDE4DIP",3,"PDZK1-PDE4DIP<br />0.2689"
"SLAMF9","PDZK1",2,"SLAMF9-PDZK1<br />0.1743"
"OR2B2","NT5C3B",2,"OR2B2-NT5C3B<br />0.2459"
"USP4","NT5C3B",2,"USP4-NT5C3B<br />0.2382"
"USP4","OR2B2",1,"USP4-OR2B2<br />0.1404"
"USP4","P4HTM",2,"USP4-P4HTM<br />0.2301"
"TMEM97","SSH2",2,"TMEM97-SSH2<br />0.2019"
"TP53I13","SSH2",3,"TP53I13-SSH2<br />0.289"
"WSB1","SSH2",2,"WSB1-SSH2<br />0.1745"
"TP53I13","TMEM97",3,"TP53I13-TMEM97<br />0.2984"
"WSB1","TMEM97",3,"WSB1-TMEM97<br />0.2545"
"IFT140","CDK10",3,"IFT140-CDK10<br />0.2535"
"TCFL5","CDK10",1,"TCFL5-CDK10<br />0.1231"
"TCFL5","IFT140",3,"TCFL5-IFT140<br />0.2997"
"TCFL5","RPL26L1",2,"TCFL5-RPL26L1<br />0.1946"
"MGAT1","MAN1A2",3,"MGAT1-MAN1A2<br />0.3153"
"MGAT2","MAN1A2",2,"MGAT2-MAN1A2<br />0.2131"
"STT3B","MAN1A2",1,"STT3B-MAN1A2<br />0.1291"
"MGAT2","MGAT1",4,"MGAT2-MGAT1<br />0.4115"
"STT3B","MGAT1",4,"STT3B-MGAT1<br />0.3933"
"RPL4","MARS",3,"RPL4-MARS<br />0.2554"
"RPL7A","MARS",1,"RPL7A-MARS<br />0.1477"
"RPS3A","MARS",1,"RPS3A-MARS<br />0.1106"
"RPL7A","RPL4",4,"RPL7A-RPL4<br />0.4439"
"RPS3A","RPL4",4,"RPS3A-RPL4<br />0.3636"
"RPS3A","RPL7A",3,"RPS3A-RPL7A<br />0.309"
"DMAP1","ACTR6",3,"DMAP1-ACTR6<br />0.2753"
"TARDBP","ACTR6",3,"TARDBP-ACTR6<br />0.2619"
"YEATS4","ACTR6",4,"YEATS4-ACTR6<br />0.4167"
"YEATS4","DMAP1",4,"YEATS4-DMAP1<br />0.3761"
"YEATS4","TARDBP",1,"YEATS4-TARDBP<br />0.103"
"MYF5","GLIPR1L1",2,"MYF5-GLIPR1L1<br />0.2415"
"PCNP","GLIPR1L1",3,"PCNP-GLIPR1L1<br />0.26"
"PCNP","MYF5",1,"PCNP-MYF5<br />0.1212"
"SP5","MYF5",2,"SP5-MYF5<br />0.1996"
"MRPL22","GFM1",6,"MRPL22-GFM1<br />0.5522"
"MRPL47","GFM1",6,"MRPL47-GFM1<br />0.6277"
"OPA1","GFM1",4,"OPA1-GFM1<br />0.417"
"MRPL47","MRPL22",5,"MRPL47-MRPL22<br />0.5303"
"OPA1","MRPL22",3,"OPA1-MRPL22<br />0.276"
"OPA1","MRPL47",4,"OPA1-MRPL47<br />0.3785"
"NCBP1","IARS",3,"NCBP1-IARS<br />0.3101"
"NCBP2","NCBP1",3,"NCBP2-NCBP1<br />0.3261"
"SMARCA2","NCBP1",2,"SMARCA2-NCBP1<br />0.2055"
"SMARCA2","NCBP2",2,"SMARCA2-NCBP2<br />0.1514"
"RPL26","HSPA8",2,"RPL26-HSPA8<br />0.1521"
"RPS23","HSPA8",3,"RPS23-HSPA8<br />0.3194"
"RPS7","HSPA8",2,"RPS7-HSPA8<br />0.2257"
"RPS23","RPL26",3,"RPS23-RPL26<br />0.2892"
"RPS7","RPL26",2,"RPS7-RPL26<br />0.2155"
"RPS7","RPS23",4,"RPS7-RPS23<br />0.3597"
"CIT","CEP55",3,"CIT-CEP55<br />0.2738"
"KIF14","CEP55",3,"KIF14-CEP55<br />0.3098"
"PDCD6IP","CEP55",6,"PDCD6IP-CEP55<br />0.5692"
"KIF14","CIT",5,"KIF14-CIT<br />0.5478"
"PDCD6IP","CIT",3,"PDCD6IP-CIT<br />0.336"
"PDCD6IP","KIF14",3,"PDCD6IP-KIF14<br />0.2837"
"LUC7L3","KARS",3,"LUC7L3-KARS<br />0.2906"
"NRF1","KARS",3,"NRF1-KARS<br />0.2532"
"NUP93","KARS",3,"NUP93-KARS<br />0.2927"
"NRF1","LUC7L3",2,"NRF1-LUC7L3<br />0.1735"
"NUP93","NRF1",1,"NUP93-NRF1<br />0.1294"
"PIAS4","FZR1",2,"PIAS4-FZR1<br />0.2168"
"SRBD1","PIAS4",3,"SRBD1-PIAS4<br />0.2776"
"TDP2","PIAS4",3,"TDP2-PIAS4<br />0.3158"
"TDP2","SRBD1",5,"TDP2-SRBD1<br />0.4662"
"KIAA2013","ABCC6",2,"KIAA2013-ABCC6<br />0.2155"
"PKD1","ABCC6",4,"PKD1-ABCC6<br />0.3762"
"PLA2G10","ABCC6",2,"PLA2G10-ABCC6<br />0.193"
"PKD1","KIAA2013",3,"PKD1-KIAA2013<br />0.2945"
"PLA2G10","PKD1",3,"PLA2G10-PKD1<br />0.2515"
"SCFD1","HNRNPA2B1",1,"SCFD1-HNRNPA2B1<br />0.1102"
"TRAPPC13","HNRNPA2B1",2,"TRAPPC13-HNRNPA2B1<br />0.2244"
"TRAPPC13","SCFD1",4,"TRAPPC13-SCFD1<br />0.3685"
"TRAPPC2L","SCFD1",2,"TRAPPC2L-SCFD1<br />0.2204"
"TRAPPC2L","TRAPPC13",4,"TRAPPC2L-TRAPPC13<br />0.4451"
"NELFB","NELFA",3,"NELFB-NELFA<br />0.3483"
"NELFE","NELFA",4,"NELFE-NELFA<br />0.395"
"NELFE","NELFB",2,"NELFE-NELFB<br />0.23"
"PDCD2","NELFB",3,"PDCD2-NELFB<br />0.327"
"DCAKD","ARL4D",3,"DCAKD-ARL4D<br />0.3128"
"SKAP1","ARL4D",2,"SKAP1-ARL4D<br />0.1862"
"SPPL2C","ARL4D",2,"SPPL2C-ARL4D<br />0.1802"
"SKAP1","DCAKD",2,"SKAP1-DCAKD<br />0.245"
"SPPL2C","DCAKD",3,"SPPL2C-DCAKD<br />0.2801"
"SPPL2C","SKAP1",1,"SPPL2C-SKAP1<br />0.1071"
"BRCA1","BARD1",5,"BRCA1-BARD1<br />0.5465"
"GDE1","BARD1",3,"GDE1-BARD1<br />0.2817"
"PARP1","BARD1",2,"PARP1-BARD1<br />0.1806"
"GDE1","BRCA1",2,"GDE1-BRCA1<br />0.1503"
"PARP1","BRCA1",3,"PARP1-BRCA1<br />0.3023"
"SEM1","FBXO36",2,"SEM1-FBXO36<br />0.2489"
"RBM12","INTS7",2,"RBM12-INTS7<br />0.2129"
"SEM1","INTS7",3,"SEM1-INTS7<br />0.28"
"KHDRBS1","FAM193B",3,"KHDRBS1-FAM193B<br />0.2635"
"PSKH2","FAM193B",2,"PSKH2-FAM193B<br />0.2315"
"ZNF551","FAM193B",4,"ZNF551-FAM193B<br />0.3619"
"ZNF551","KHDRBS1",1,"ZNF551-KHDRBS1<br />0.1211"
"PAQR3","MAD2L1",2,"PAQR3-MAD2L1<br />0.2214"
"PPIE","MAD2L1",1,"PPIE-MAD2L1<br />0.1433"
"RARS","MAD2L1",4,"RARS-MAD2L1<br />0.3511"
"RARS","PAQR3",1,"RARS-PAQR3<br />0.1353"
"RARS","PPIE",3,"RARS-PPIE<br />0.2541"
"INTS11","HNRNPK",3,"INTS11-HNRNPK<br />0.321"
"SRSF3","HNRNPK",4,"SRSF3-HNRNPK<br />0.4106"
"XAB2","HNRNPK",5,"XAB2-HNRNPK<br />0.4786"
"SRSF3","INTS11",3,"SRSF3-INTS11<br />0.3489"
"XAB2","INTS11",3,"XAB2-INTS11<br />0.303"
"XAB2","SRSF3",3,"XAB2-SRSF3<br />0.2959"
"HACD2","CSTA",2,"HACD2-CSTA<br />0.22"
"POLQ","CSTA",2,"POLQ-CSTA<br />0.2011"
"HMCES","HACD2",2,"HMCES-HACD2<br />0.2058"
"POLQ","HACD2",3,"POLQ-HACD2<br />0.2731"
"POLQ","HMCES",3,"POLQ-HMCES<br />0.253"
"H2AFY2","CYP26C1",3,"H2AFY2-CYP26C1<br />0.256"
"NEUROG3","CYP26C1",2,"NEUROG3-CYP26C1<br />0.219"
"NEUROG3","H2AFY2",3,"NEUROG3-H2AFY2<br />0.3248"
"RASSF4","H2AFY2",1,"RASSF4-H2AFY2<br />0.1334"
"RASSF4","NEUROG3",2,"RASSF4-NEUROG3<br />0.2266"
"POLR1E","MRTO4",3,"POLR1E-MRTO4<br />0.3224"
"TCOF1","MRTO4",2,"TCOF1-MRTO4<br />0.2189"
"ZNRD1","MRTO4",2,"ZNRD1-MRTO4<br />0.2102"
"TCOF1","POLR1E",3,"TCOF1-POLR1E<br />0.349"
"ZNRD1","POLR1E",4,"ZNRD1-POLR1E<br />0.4387"
"ZNRD1","TCOF1",3,"ZNRD1-TCOF1<br />0.3328"
"HLA-C","HLA-A",4,"HLA-C-HLA-A<br />0.3631"
"HLA-F","HLA-A",2,"HLA-F-HLA-A<br />0.2383"
"MICB","HLA-A",2,"MICB-HLA-A<br />0.1761"
"HLA-F","HLA-C",2,"HLA-F-HLA-C<br />0.2147"
"MICB","HLA-C",3,"MICB-HLA-C<br />0.2714"
"MICB","HLA-F",2,"MICB-HLA-F<br />0.2347"
"RPS20","COPB1",2,"RPS20-COPB1<br />0.2061"
"RRM1","COPB1",4,"RRM1-COPB1<br />0.4044"
"RRM2","COPB1",3,"RRM2-COPB1<br />0.285"
"RRM1","RPS20",3,"RRM1-RPS20<br />0.3191"
"RRM2","RPS20",4,"RRM2-RPS20<br />0.4102"
"RRM2","RRM1",5,"RRM2-RRM1<br />0.5392"
"CYBRD1","BDH2",2,"CYBRD1-BDH2<br />0.2127"
"REST","BDH2",2,"REST-BDH2<br />0.2474"
"ZGRF1","BDH2",3,"ZGRF1-BDH2<br />0.264"
"ZGRF1","REST",2,"ZGRF1-REST<br />0.1829"
"ATF4","ASNS",3,"ATF4-ASNS<br />0.3161"
"EIF2AK4","ASNS",4,"EIF2AK4-ASNS<br />0.357"
"GCN1","ASNS",3,"GCN1-ASNS<br />0.2598"
"EIF2AK4","ATF4",4,"EIF2AK4-ATF4<br />0.3991"
"GCN1","ATF4",3,"GCN1-ATF4<br />0.3004"
"GCN1","EIF2AK4",5,"GCN1-EIF2AK4<br />0.5352"
"MCRS1","GTF2E2",3,"MCRS1-GTF2E2<br />0.2702"
"POLR3D","GTF2E2",3,"POLR3D-GTF2E2<br />0.3132"
"SLBP","GTF2E2",3,"SLBP-GTF2E2<br />0.2769"
"POLR3D","MCRS1",1,"POLR3D-MCRS1<br />0.1119"
"SLBP","MCRS1",2,"SLBP-MCRS1<br />0.174"
"SLBP","POLR3D",1,"SLBP-POLR3D<br />0.1256"
"DDI2","AKIRIN1",3,"DDI2-AKIRIN1<br />0.2583"
"NFE2L1","AKIRIN1",1,"NFE2L1-AKIRIN1<br />0.1373"
"NGLY1","AKIRIN1",2,"NGLY1-AKIRIN1<br />0.1984"
"NFE2L1","DDI2",5,"NFE2L1-DDI2<br />0.5409"
"NGLY1","DDI2",6,"NGLY1-DDI2<br />0.6113"
"NGLY1","NFE2L1",5,"NGLY1-NFE2L1<br />0.5145"
"KIF2A","KATNB1",3,"KIF2A-KATNB1<br />0.2951"
"NEK1","KATNB1",4,"NEK1-KATNB1<br />0.3693"
"SRSF6","KATNB1",1,"SRSF6-KATNB1<br />0.1141"
"NEK1","KIF2A",4,"NEK1-KIF2A<br />0.3757"
"SRSF6","KIF2A",2,"SRSF6-KIF2A<br />0.2499"
"SRSF6","NEK1",1,"SRSF6-NEK1<br />0.126"
"CHMP4B","CDS2",5,"CHMP4B-CDS2<br />0.4805"
"HNRNPH1","CDS2",2,"HNRNPH1-CDS2<br />0.1601"
"ZEB2","CDS2",3,"ZEB2-CDS2<br />0.3462"
"HNRNPH1","CHMP4B",3,"HNRNPH1-CHMP4B<br />0.3285"
"ZEB2","CHMP4B",3,"ZEB2-CHMP4B<br />0.3225"
"DHDDS","CAPZB",3,"DHDDS-CAPZB<br />0.2566"
"TTC7A","CAPZB",2,"TTC7A-CAPZB<br />0.2354"
"GPN2","DHDDS",3,"GPN2-DHDDS<br />0.3222"
"TTC7A","DHDDS",1,"TTC7A-DHDDS<br />0.1484"
"RAP2A","EPSTI1",2,"RAP2A-EPSTI1<br />0.1735"
"SPACA7","EPSTI1",2,"SPACA7-EPSTI1<br />0.2352"
"TEX29","EPSTI1",2,"TEX29-EPSTI1<br />0.2136"
"SPACA7","RAP2A",2,"SPACA7-RAP2A<br />0.2218"
"TEX29","RAP2A",2,"TEX29-RAP2A<br />0.2487"
"TEX29","SPACA7",3,"TEX29-SPACA7<br />0.2657"
"DPAGT1","DAD1",4,"DPAGT1-DAD1<br />0.3673"
"GTF3C2","DAD1",1,"GTF3C2-DAD1<br />0.1342"
"HYOU1","DAD1",1,"HYOU1-DAD1<br />0.101"
"GTF3C2","DPAGT1",3,"GTF3C2-DPAGT1<br />0.2898"
"HYOU1","DPAGT1",4,"HYOU1-DPAGT1<br />0.3656"
"HYOU1","GTF3C2",1,"HYOU1-GTF3C2<br />0.1298"
"POT1","CTC1",4,"POT1-CTC1<br />0.3934"
"STN1","CTC1",6,"STN1-CTC1<br />0.5606"
"TINF2","CTC1",3,"TINF2-CTC1<br />0.3221"
"STN1","POT1",5,"STN1-POT1<br />0.4506"
"TINF2","POT1",5,"TINF2-POT1<br />0.5205"
"TINF2","STN1",3,"TINF2-STN1<br />0.3037"
"ATP5MC1","ANKRD40",3,"ATP5MC1-ANKRD40<br />0.2759"
"SMURF2","ANKRD40",1,"SMURF2-ANKRD40<br />0.1271"
"TMEM104","ANKRD40",3,"TMEM104-ANKRD40<br />0.2749"
"TMEM104","SMURF2",3,"TMEM104-SMURF2<br />0.2554"
"EZH2","EED",7,"EZH2-EED<br />0.6946"
"HDAC1","EED",2,"HDAC1-EED<br />0.1826"
"SUZ12","EED",6,"SUZ12-EED<br />0.6438"
"HDAC1","EZH2",2,"HDAC1-EZH2<br />0.2436"
"SUZ12","EZH2",7,"SUZ12-EZH2<br />0.6545"
"SUZ12","HDAC1",2,"SUZ12-HDAC1<br />0.2224"
"RCOR1","KDM1A",4,"RCOR1-KDM1A<br />0.3768"
"ZNF217","KDM1A",3,"ZNF217-KDM1A<br />0.2996"
"ZNFX1","KDM1A",1,"ZNFX1-KDM1A<br />0.1328"
"ZNF217","RCOR1",4,"ZNF217-RCOR1<br />0.372"
"ZNFX1","ZNF217",2,"ZNFX1-ZNF217<br />0.2497"
"HIST2H3D","HIST2H2BF",3,"HIST2H3D-HIST2H2BF<br />0.331"
"IL24","HIST2H3D",2,"IL24-HIST2H3D<br />0.2247"
"SATB2","IL24",2,"SATB2-IL24<br />0.2079"
"ESCO2","CDCA5",3,"ESCO2-CDCA5<br />0.2882"
"HASPIN","CDCA5",3,"HASPIN-CDCA5<br />0.2988"
"SGO1","CDCA5",5,"SGO1-CDCA5<br />0.4976"
"HASPIN","ESCO2",2,"HASPIN-ESCO2<br />0.2375"
"SGO1","ESCO2",3,"SGO1-ESCO2<br />0.3353"
"SGO1","HASPIN",4,"SGO1-HASPIN<br />0.3942"
"MTBP","LRRC15",3,"MTBP-LRRC15<br />0.2943"
"POLR2K","MTBP",3,"POLR2K-MTBP<br />0.2852"
"RAD21","MTBP",4,"RAD21-MTBP<br />0.3644"
"RAD21","POLR2K",3,"RAD21-POLR2K<br />0.328"
"NUP88","MED31",4,"NUP88-MED31<br />0.3524"
"RPAIN","MED31",3,"RPAIN-MED31<br />0.2808"
"WRN","MED31",1,"WRN-MED31<br />0.1048"
"RPAIN","NUP88",3,"RPAIN-NUP88<br />0.3258"
"WRN","RPAIN",3,"WRN-RPAIN<br />0.2765"
"CHRNG","CHRND",3,"CHRNG-CHRND<br />0.2747"
"GPC1","CHRND",2,"GPC1-CHRND<br />0.1659"
"SLC19A3","CHRND",2,"SLC19A3-CHRND<br />0.2068"
"GPC1","CHRNG",2,"GPC1-CHRNG<br />0.2435"
"NSL1","DNM3",2,"NSL1-DNM3<br />0.2391"
"PMF1","NSL1",4,"PMF1-NSL1<br />0.4389"
"POLR3C","NSL1",2,"POLR3C-NSL1<br />0.2185"
"POLR3C","PMF1",3,"POLR3C-PMF1<br />0.3103"
"PTCD1","GTPBP10",7,"PTCD1-GTPBP10<br />0.6501"
"RCC1L","GTPBP10",5,"RCC1L-GTPBP10<br />0.5032"
"SSBP1","GTPBP10",6,"SSBP1-GTPBP10<br />0.6039"
"RCC1L","PTCD1",5,"RCC1L-PTCD1<br />0.5162"
"SSBP1","PTCD1",6,"SSBP1-PTCD1<br />0.5947"
"SSBP1","RCC1L",5,"SSBP1-RCC1L<br />0.4537"
"PUM1","ANAPC15",2,"PUM1-ANAPC15<br />0.1515"
"UBE2C","ANAPC15",3,"UBE2C-ANAPC15<br />0.2955"
"UBE2S","ANAPC15",4,"UBE2S-ANAPC15<br />0.4054"
"UBE2S","PUM1",2,"UBE2S-PUM1<br />0.2414"
"UBE2S","UBE2C",4,"UBE2S-UBE2C<br />0.409"
"ELOF1","CTR9",2,"ELOF1-CTR9<br />0.1762"
"LEO1","CTR9",3,"LEO1-CTR9<br />0.2566"
"WDR61","CTR9",3,"WDR61-CTR9<br />0.3466"
"LEO1","ELOF1",2,"LEO1-ELOF1<br />0.2387"
"WDR61","ELOF1",3,"WDR61-ELOF1<br />0.2797"
"WDR61","LEO1",4,"WDR61-LEO1<br />0.3565"
"NTF4","CCDC114",3,"NTF4-CCDC114<br />0.311"
"SLC1A5","CCDC114",2,"SLC1A5-CCDC114<br />0.1595"
"STRN4","CCDC114",2,"STRN4-CCDC114<br />0.1796"
"SLC1A5","NTF4",2,"SLC1A5-NTF4<br />0.1793"
"STRN4","NTF4",3,"STRN4-NTF4<br />0.2936"
"STRN4","SLC1A5",3,"STRN4-SLC1A5<br />0.261"
"NCOA5","CFLAR",4,"NCOA5-CFLAR<br />0.3542"
"PTBP1","CFLAR",2,"PTBP1-CFLAR<br />0.2388"
"ZNF638","CFLAR",4,"ZNF638-CFLAR<br />0.3709"
"ZNF638","NCOA5",4,"ZNF638-NCOA5<br />0.4267"
"ZNF638","PTBP1",1,"ZNF638-PTBP1<br />0.1088"
"MSL3","HUWE1",3,"MSL3-HUWE1<br />0.2635"
"PHF8","HUWE1",2,"PHF8-HUWE1<br />0.1503"
"VCPIP1","HUWE1",5,"VCPIP1-HUWE1<br />0.455"
"PHF8","MSL3",2,"PHF8-MSL3<br />0.2451"
"VCPIP1","MSL3",2,"VCPIP1-MSL3<br />0.1536"
"PTPRU","KLHL3",2,"PTPRU-KLHL3<br />0.155"
"SDC1","KLHL3",2,"SDC1-KLHL3<br />0.2212"
"SDC1","PTPRU",3,"SDC1-PTPRU<br />0.2568"
"USP21","SDC1",3,"USP21-SDC1<br />0.2721"
"IGF2BP1","FMNL1",2,"IGF2BP1-FMNL1<br />0.1653"
"OSBPL7","FMNL1",3,"OSBPL7-FMNL1<br />0.3027"
"PHOSPHO1","FMNL1",2,"PHOSPHO1-FMNL1<br />0.1723"
"OSBPL7","IGF2BP1",3,"OSBPL7-IGF2BP1<br />0.2742"
"PHOSPHO1","IGF2BP1",2,"PHOSPHO1-IGF2BP1<br />0.1598"
"PHOSPHO1","OSBPL7",2,"PHOSPHO1-OSBPL7<br />0.2464"
"LPA","AFDN",3,"LPA-AFDN<br />0.3177"
"QKI","AFDN",3,"QKI-AFDN<br />0.2517"
"TP53BP2","AFDN",5,"TP53BP2-AFDN<br />0.4807"
"QKI","LPA",2,"QKI-LPA<br />0.2213"
"TP53BP2","LPA",2,"TP53BP2-LPA<br />0.2469"
"IFT57","CIP2A",3,"IFT57-CIP2A<br />0.2659"
"NBN","CIP2A",4,"NBN-CIP2A<br />0.3743"
"TOPBP1","CIP2A",4,"TOPBP1-CIP2A<br />0.4198"
"TOPBP1","IFT57",1,"TOPBP1-IFT57<br />0.1131"
"TOPBP1","NBN",2,"TOPBP1-NBN<br />0.1817"
"NCOA4","IREB2",4,"NCOA4-IREB2<br />0.3606"
"STEAP3","IREB2",2,"STEAP3-IREB2<br />0.1707"
"TAX1BP1","IREB2",2,"TAX1BP1-IREB2<br />0.1878"
"STEAP3","NCOA4",3,"STEAP3-NCOA4<br />0.2862"
"TAX1BP1","NCOA4",4,"TAX1BP1-NCOA4<br />0.4042"
"TAX1BP1","STEAP3",1,"TAX1BP1-STEAP3<br />0.1261"
"KANSL1","BAP1",3,"KANSL1-BAP1<br />0.2522"
"KANSL3","BAP1",2,"KANSL3-BAP1<br />0.1598"
"KANSL3","KANSL1",4,"KANSL3-KANSL1<br />0.4313"
"OGA","KANSL1",2,"OGA-KANSL1<br />0.2452"
"OGA","KANSL3",2,"OGA-KANSL3<br />0.2256"
"DYNC1H1","CPSF2",3,"DYNC1H1-CPSF2<br />0.2561"
"LRR1","CPSF2",3,"LRR1-CPSF2<br />0.2774"
"POLE2","CPSF2",2,"POLE2-CPSF2<br />0.2048"
"LRR1","DYNC1H1",4,"LRR1-DYNC1H1<br />0.3629"
"POLE2","DYNC1H1",3,"POLE2-DYNC1H1<br />0.2597"
"POLE2","LRR1",4,"POLE2-LRR1<br />0.4317"
"DET1","COP1",8,"DET1-COP1<br />0.7914"
"STK40","COP1",5,"STK40-COP1<br />0.5226"
"TRIB1","COP1",4,"TRIB1-COP1<br />0.4149"
"STK40","DET1",5,"STK40-DET1<br />0.5247"
"TRIB1","DET1",4,"TRIB1-DET1<br />0.351"
"TRIB1","STK40",5,"TRIB1-STK40<br />0.499"
"BORA","AURKA",3,"BORA-AURKA<br />0.3285"
"RAE1","AURKA",3,"RAE1-AURKA<br />0.3391"
"TPX2","AURKA",5,"TPX2-AURKA<br />0.4535"
"TPX2","BORA",2,"TPX2-BORA<br />0.1951"
"TPX2","RAE1",1,"TPX2-RAE1<br />0.1247"
