"from","to","width","title"
"SETD2","RAB6A",2,"SETD2-RAB6A<br />0.1868"
"ATG13","ATG101",4,"ATG13-ATG101<br />0.4242"
"ATG9A","ATG101",6,"ATG9A-ATG101<br />0.5651"
"NPM3","ATG101",1,"NPM3-ATG101<br />0.1264"
"RB1CC1","ATG101",5,"RB1CC1-ATG101<br />0.5465"
"ATG9A","ATG13",4,"ATG9A-ATG13<br />0.3968"
"NPM3","ATG13",2,"NPM3-ATG13<br />0.2129"
"RB1CC1","ATG13",5,"RB1CC1-ATG13<br />0.4765"
"RB1CC1","ATG9A",6,"RB1CC1-ATG9A<br />0.63"
"EIF5","EIF2S1",4,"EIF5-EIF2S1<br />0.42"
"PSMA3","EIF2S1",6,"PSMA3-EIF2S1<br />0.6006"
"RBM25","EIF2S1",3,"RBM25-EIF2S1<br />0.2946"
"SNW1","EIF2S1",4,"SNW1-EIF2S1<br />0.3809"
"PSMA3","EIF5",4,"PSMA3-EIF5<br />0.4248"
"RBM25","EIF5",2,"RBM25-EIF5<br />0.1961"
"SNW1","EIF5",3,"SNW1-EIF5<br />0.325"
"RBM25","PSMA3",3,"RBM25-PSMA3<br />0.3019"
"SNW1","PSMA3",3,"SNW1-PSMA3<br />0.3301"
"SNW1","RBM25",2,"SNW1-RBM25<br />0.1672"
"HM13","COX4I2",2,"HM13-COX4I2<br />0.2082"
"MYLK2","COX4I2",4,"MYLK2-COX4I2<br />0.4225"
"PLAGL2","COX4I2",1,"PLAGL2-COX4I2<br />0.1284"
"TM9SF4","COX4I2",2,"TM9SF4-COX4I2<br />0.2376"
"MYLK2","HM13",4,"MYLK2-HM13<br />0.3645"
"PLAGL2","HM13",3,"PLAGL2-HM13<br />0.2503"
"TM9SF4","HM13",3,"TM9SF4-HM13<br />0.2729"
"PLAGL2","MYLK2",4,"PLAGL2-MYLK2<br />0.3552"
"TM9SF4","MYLK2",4,"TM9SF4-MYLK2<br />0.4316"
"TM9SF4","PLAGL2",3,"TM9SF4-PLAGL2<br />0.3472"
"SDHA","FH",4,"SDHA-FH<br />0.4015"
"SDHB","FH",4,"SDHB-FH<br />0.4359"
"SDHC","FH",4,"SDHC-FH<br />0.4024"
"SDHD","FH",3,"SDHD-FH<br />0.3054"
"SDHB","SDHA",8,"SDHB-SDHA<br />0.7661"
"SDHC","SDHA",6,"SDHC-SDHA<br />0.5759"
"SDHD","SDHA",6,"SDHD-SDHA<br />0.567"
"SDHC","SDHB",7,"SDHC-SDHB<br />0.7123"
"SDHD","SDHB",6,"SDHD-SDHB<br />0.6234"
"SDHD","SDHC",5,"SDHD-SDHC<br />0.5467"
"NASP","KAT14",1,"NASP-KAT14<br />0.1475"
"TADA2A","KAT14",3,"TADA2A-KAT14<br />0.2997"
"YEATS2","KAT14",3,"YEATS2-KAT14<br />0.3236"
"ZZZ3","KAT14",3,"ZZZ3-KAT14<br />0.282"
"YEATS2","NASP",1,"YEATS2-NASP<br />0.1262"
"ZZZ3","NASP",3,"ZZZ3-NASP<br />0.2581"
"YEATS2","TADA2A",4,"YEATS2-TADA2A<br />0.4083"
"ZZZ3","TADA2A",5,"ZZZ3-TADA2A<br />0.4506"
"ZZZ3","YEATS2",4,"ZZZ3-YEATS2<br />0.3806"
"EDEM2","CNBD2",3,"EDEM2-CNBD2<br />0.2792"
"ID1","CNBD2",3,"ID1-CNBD2<br />0.3074"
"MAP1LC3A","CNBD2",4,"MAP1LC3A-CNBD2<br />0.3913"
"PLCG1","CNBD2",3,"PLCG1-CNBD2<br />0.3124"
"ID1","EDEM2",2,"ID1-EDEM2<br />0.1544"
"MAP1LC3A","EDEM2",3,"MAP1LC3A-EDEM2<br />0.3355"
"PLCG1","EDEM2",2,"PLCG1-EDEM2<br />0.1921"
"MAP1LC3A","ID1",2,"MAP1LC3A-ID1<br />0.2303"
"PLCG1","MAP1LC3A",2,"PLCG1-MAP1LC3A<br />0.1956"
"RPL30","DDX51",3,"RPL30-DDX51<br />0.2799"
"RPL30","PNN",3,"RPL30-PNN<br />0.2535"
"TAF2","PNN",1,"TAF2-PNN<br />0.1026"
"RPL7","RPL30",4,"RPL7-RPL30<br />0.4441"
"TAF2","RPL30",4,"TAF2-RPL30<br />0.3545"
"TAF2","RPL7",3,"TAF2-RPL7<br />0.261"
"DDX47","BNIP1",1,"DDX47-BNIP1<br />0.1108"
"GOLT1B","BNIP1",3,"GOLT1B-BNIP1<br />0.3362"
"INPP5K","BNIP1",2,"INPP5K-BNIP1<br />0.1965"
"USE1","BNIP1",3,"USE1-BNIP1<br />0.3026"
"GOLT1B","DDX47",3,"GOLT1B-DDX47<br />0.255"
"INPP5K","DDX47",1,"INPP5K-DDX47<br />0.1017"
"INPP5K","GOLT1B",3,"INPP5K-GOLT1B<br />0.2745"
"USE1","GOLT1B",2,"USE1-GOLT1B<br />0.1711"
"USE1","INPP5K",2,"USE1-INPP5K<br />0.2151"
"BAG6","AMBRA1",3,"BAG6-AMBRA1<br />0.2824"
"DYRK1A","AMBRA1",3,"DYRK1A-AMBRA1<br />0.2912"
"MNT","AMBRA1",2,"MNT-AMBRA1<br />0.1764"
"DYRK1A","BAG6",1,"DYRK1A-BAG6<br />0.1092"
"MNT","BAG6",2,"MNT-BAG6<br />0.2428"
"MNT","DYRK1A",2,"MNT-DYRK1A<br />0.2373"
"UBE2G1","MNT",2,"UBE2G1-MNT<br />0.1836"
"NCALD","GRHL2",3,"NCALD-GRHL2<br />0.2726"
"TEAD3","GRHL2",3,"TEAD3-GRHL2<br />0.2841"
"TRPS1","GRHL2",3,"TRPS1-GRHL2<br />0.2671"
"OR2J1","NCALD",2,"OR2J1-NCALD<br />0.2169"
"TRPS1","TEAD3",1,"TRPS1-TEAD3<br />0.1217"
"PSMA5","LTV1",2,"PSMA5-LTV1<br />0.2268"
"PSMA6","LTV1",3,"PSMA6-LTV1<br />0.2614"
"PSMC1","LTV1",2,"PSMC1-LTV1<br />0.1785"
"UBL5","LTV1",1,"UBL5-LTV1<br />0.1163"
"PSMA6","PSMA5",5,"PSMA6-PSMA5<br />0.517"
"PSMC1","PSMA5",4,"PSMC1-PSMA5<br />0.3532"
"UBL5","PSMA5",4,"UBL5-PSMA5<br />0.3951"
"PSMC1","PSMA6",5,"PSMC1-PSMA6<br />0.4662"
"UBL5","PSMA6",5,"UBL5-PSMA6<br />0.4813"
"UBL5","PSMC1",3,"UBL5-PSMC1<br />0.3411"
"GTPBP2","GTPBP1",3,"GTPBP2-GTPBP1<br />0.2513"
"MARCKS","GTPBP1",2,"MARCKS-GTPBP1<br />0.2051"
"ST13","GTPBP1",2,"ST13-GTPBP1<br />0.2356"
"HSP90AB1","GTPBP2",2,"HSP90AB1-GTPBP2<br />0.2282"
"ST13","MARCKS",1,"ST13-MARCKS<br />0.1227"
"AMER1","ADGRG4",1,"AMER1-ADGRG4<br />0.1401"
"CCNB3","ADGRG4",2,"CCNB3-ADGRG4<br />0.2281"
"HDX","ADGRG4",3,"HDX-ADGRG4<br />0.2779"
"NLGN4X","ADGRG4",3,"NLGN4X-ADGRG4<br />0.2774"
"CCNB3","AMER1",3,"CCNB3-AMER1<br />0.263"
"HDX","AMER1",2,"HDX-AMER1<br />0.1953"
"NLGN4X","AMER1",2,"NLGN4X-AMER1<br />0.2454"
"HDX","CCNB3",4,"HDX-CCNB3<br />0.3894"
"NLGN4X","CCNB3",3,"NLGN4X-CCNB3<br />0.2661"
"NLGN4X","HDX",2,"NLGN4X-HDX<br />0.2376"
"IFITM2","FAM161B",3,"IFITM2-FAM161B<br />0.2908"
"IFITM3","FAM161B",2,"IFITM3-FAM161B<br />0.2079"
"IFITM3","HMGB1",3,"IFITM3-HMGB1<br />0.252"
"IFITM3","IFITM2",4,"IFITM3-IFITM2<br />0.3519"
"TREML2","IFITM2",3,"TREML2-IFITM2<br />0.254"
"TREML2","IFITM3",1,"TREML2-IFITM3<br />0.1201"
"ZNF254","GTF2I",2,"ZNF254-GTF2I<br />0.189"
"ZNF559","GTF2I",3,"ZNF559-GTF2I<br />0.256"
"ZNF468","ZNF254",3,"ZNF468-ZNF254<br />0.3018"
"ZNF559","ZNF254",4,"ZNF559-ZNF254<br />0.4251"
"ZNF559","ZNF468",2,"ZNF559-ZNF468<br />0.1827"
"MAPRE1","KNTC1",3,"MAPRE1-KNTC1<br />0.2729"
"ZW10","KNTC1",4,"ZW10-KNTC1<br />0.3715"
"ZW10","RINT1",4,"ZW10-RINT1<br />0.3823"
"RHOH","GRPEL1",2,"RHOH-GRPEL1<br />0.2134"
"RPAP1","GRPEL1",3,"RPAP1-GRPEL1<br />0.2895"
"RTF1","RPAP1",3,"RTF1-RPAP1<br />0.2575"
"EBNA1BP2","DNAJC21",2,"EBNA1BP2-DNAJC21<br />0.241"
"GNL1","DNAJC21",3,"GNL1-DNAJC21<br />0.31"
"GNL1","EBNA1BP2",1,"GNL1-EBNA1BP2<br />0.129"
"GNL1","FLOT1",2,"GNL1-FLOT1<br />0.2178"
"PIK3C3","BECN1",3,"PIK3C3-BECN1<br />0.2984"
"PIK3R4","BECN1",4,"PIK3R4-BECN1<br />0.3773"
"UVRAG","BECN1",4,"UVRAG-BECN1<br />0.378"
"PIK3R4","PIK3C3",4,"PIK3R4-PIK3C3<br />0.4169"
"UVRAG","PIK3C3",4,"UVRAG-PIK3C3<br />0.3838"
"UVRAG","PIK3R4",4,"UVRAG-PIK3R4<br />0.365"
"MYBL2","ARF6",1,"MYBL2-ARF6<br />0.1214"
"NMT1","ARF6",2,"NMT1-ARF6<br />0.25"
"MYBL2","FIS1",2,"MYBL2-FIS1<br />0.2479"
"NMT1","FIS1",1,"NMT1-FIS1<br />0.1212"
"NMT1","MYBL2",4,"NMT1-MYBL2<br />0.3752"
"SAP130","ARID4B",2,"SAP130-ARID4B<br />0.2024"
"SIN3A","ARID4B",2,"SIN3A-ARID4B<br />0.1825"
"SUDS3","ARID4B",2,"SUDS3-ARID4B<br />0.2205"
"SIN3A","SAP130",4,"SIN3A-SAP130<br />0.4168"
"SUDS3","SAP130",4,"SUDS3-SAP130<br />0.3531"
"SUDS3","SIN3A",3,"SUDS3-SIN3A<br />0.3332"
"CTPS1","CAD",5,"CTPS1-CAD<br />0.5441"
"DHODH","CAD",7,"DHODH-CAD<br />0.7273"
"UMPS","CAD",8,"UMPS-CAD<br />0.785"
"DHODH","CTPS1",5,"DHODH-CTPS1<br />0.455"
"UMPS","CTPS1",6,"UMPS-CTPS1<br />0.56"
"UMPS","DHODH",7,"UMPS-DHODH<br />0.7279"
"RBX1","DDX5",3,"RBX1-DDX5<br />0.2663"
"UBAP2L","DDX5",1,"UBAP2L-DDX5<br />0.1237"
"SRRD","RBX1",3,"SRRD-RBX1<br />0.2848"
"UBAP2L","RBX1",2,"UBAP2L-RBX1<br />0.1504"
"UBAP2L","SRRD",3,"UBAP2L-SRRD<br />0.2885"
"HNRNPCL1","CASZ1",1,"HNRNPCL1-CASZ1<br />0.1478"
"PRAMEF14","CASZ1",2,"PRAMEF14-CASZ1<br />0.2462"
"PRAMEF18","CASZ1",1,"PRAMEF18-CASZ1<br />0.1498"
"PRAMEF14","HNRNPCL1",1,"PRAMEF14-HNRNPCL1<br />0.1408"
"PRAMEF18","HNRNPCL1",2,"PRAMEF18-HNRNPCL1<br />0.2046"
"PRAMEF18","PRAMEF14",3,"PRAMEF18-PRAMEF14<br />0.2898"
"GTF2E1","DHX36",1,"GTF2E1-DHX36<br />0.1246"
"RPN1","DHX36",2,"RPN1-DHX36<br />0.1501"
"SRPRB","DHX36",3,"SRPRB-DHX36<br />0.3034"
"RPN1","GTF2E1",1,"RPN1-GTF2E1<br />0.1305"
"SRPRB","GTF2E1",2,"SRPRB-GTF2E1<br />0.2307"
"SRPRB","RPN1",3,"SRPRB-RPN1<br />0.3442"
"CSPG4","ADAMTS7",3,"CSPG4-ADAMTS7<br />0.3104"
"GOLGA6B","ADAMTS7",2,"GOLGA6B-ADAMTS7<br />0.2217"
"SH3GL3","ADAMTS7",1,"SH3GL3-ADAMTS7<br />0.1456"
"GOLGA6B","CSPG4",3,"GOLGA6B-CSPG4<br />0.3142"
"SH3GL3","CSPG4",2,"SH3GL3-CSPG4<br />0.2014"
"SH3GL3","GOLGA6B",1,"SH3GL3-GOLGA6B<br />0.1089"
"MRPL1","GRSF1",5,"MRPL1-GRSF1<br />0.5393"
"PDE12","GRSF1",6,"PDE12-GRSF1<br />0.5535"
"RMND1","GRSF1",5,"RMND1-GRSF1<br />0.507"
"PDE12","MRPL1",4,"PDE12-MRPL1<br />0.3933"
"RMND1","MRPL1",4,"RMND1-MRPL1<br />0.3919"
"RMND1","PDE12",4,"RMND1-PDE12<br />0.3682"
"GTF3C4","GTF3C3",3,"GTF3C4-GTF3C3<br />0.3072"
"GTF3C5","GTF3C3",3,"GTF3C5-GTF3C3<br />0.3154"
"GTF3C6","GTF3C3",3,"GTF3C6-GTF3C3<br />0.3339"
"GTF3C5","GTF3C4",5,"GTF3C5-GTF3C4<br />0.4815"
"GTF3C6","GTF3C4",4,"GTF3C6-GTF3C4<br />0.3716"
"GTF3C6","GTF3C5",4,"GTF3C6-GTF3C5<br />0.4294"
"DDX52","AATF",3,"DDX52-AATF<br />0.2773"
"KRT8","AATF",2,"KRT8-AATF<br />0.2397"
"NLE1","AATF",2,"NLE1-AATF<br />0.1714"
"KRT8","DDX52",1,"KRT8-DDX52<br />0.1008"
"NLE1","DDX52",2,"NLE1-DDX52<br />0.247"
"RPL23A","RPL13",3,"RPL23A-RPL13<br />0.3331"
"RPL27","RPL13",2,"RPL27-RPL13<br />0.1902"
"RPS24","RPL13",3,"RPS24-RPL13<br />0.2521"
"RPL27","RPL23A",4,"RPL27-RPL23A<br />0.3544"
"RPS24","RPL23A",4,"RPS24-RPL23A<br />0.4028"
"RPS24","RPL27",2,"RPS24-RPL27<br />0.248"
"ORC4","ORC3",3,"ORC4-ORC3<br />0.3305"
"ORC5","ORC3",3,"ORC5-ORC3<br />0.3392"
"TPRKB","ORC3",2,"TPRKB-ORC3<br />0.228"
"ORC5","ORC4",3,"ORC5-ORC4<br />0.3046"
"TPRKB","ORC4",3,"TPRKB-ORC4<br />0.3013"
"TPRKB","ORC5",3,"TPRKB-ORC5<br />0.264"
"POP1","NAA15",1,"POP1-NAA15<br />0.1191"
"RPL28","NAA15",3,"RPL28-NAA15<br />0.2668"
"RRS1","POP1",3,"RRS1-POP1<br />0.3189"
"RRS1","RPL28",3,"RRS1-RPL28<br />0.2972"
"KMT2D","FBXO11",3,"KMT2D-FBXO11<br />0.2641"
"KMT2D","HELZ",2,"KMT2D-HELZ<br />0.2018"
"NCOA6","KMT2D",5,"NCOA6-KMT2D<br />0.4526"
"GATAD1","EMSY",6,"GATAD1-EMSY<br />0.5545"
"MORF4L1","EMSY",5,"MORF4L1-EMSY<br />0.4527"
"PHF12","EMSY",7,"PHF12-EMSY<br />0.7125"
"MORF4L1","GATAD1",4,"MORF4L1-GATAD1<br />0.375"
"PHF12","GATAD1",6,"PHF12-GATAD1<br />0.5996"
"PHF12","MORF4L1",4,"PHF12-MORF4L1<br />0.419"
"IL6R","FAM189B",3,"IL6R-FAM189B<br />0.3106"
"RUSC1","FAM189B",3,"RUSC1-FAM189B<br />0.304"
"UBE2Q1","FAM189B",3,"UBE2Q1-FAM189B<br />0.3071"
"RUSC1","IL6R",3,"RUSC1-IL6R<br />0.324"
"UBE2Q1","IL6R",2,"UBE2Q1-IL6R<br />0.1945"
"UBE2Q1","RUSC1",3,"UBE2Q1-RUSC1<br />0.2928"
"HES3","DVL1",2,"HES3-DVL1<br />0.2148"
"PRKCZ","DVL1",3,"PRKCZ-DVL1<br />0.2736"
"TMEM240","DVL1",3,"TMEM240-DVL1<br />0.28"
"PRKCZ","HES3",1,"PRKCZ-HES3<br />0.12"
"TMEM240","HES3",3,"TMEM240-HES3<br />0.2546"
"TMEM240","PRKCZ",2,"TMEM240-PRKCZ<br />0.1626"
"POLR1C","CRCP",1,"POLR1C-CRCP<br />0.1229"
"POLR3H","CRCP",3,"POLR3H-CRCP<br />0.2822"
"POLR3K","CRCP",3,"POLR3K-CRCP<br />0.2657"
"POLR3H","POLR1C",3,"POLR3H-POLR1C<br />0.298"
"POLR3K","POLR1C",2,"POLR3K-POLR1C<br />0.2163"
"POLR3K","POLR3H",3,"POLR3K-POLR3H<br />0.3317"
"POLR2H","POLR2D",3,"POLR2H-POLR2D<br />0.3194"
"POLR2I","POLR2D",4,"POLR2I-POLR2D<br />0.4268"
"URI1","POLR2D",2,"URI1-POLR2D<br />0.2419"
"POLR2I","POLR2H",3,"POLR2I-POLR2H<br />0.3278"
"URI1","POLR2H",2,"URI1-POLR2H<br />0.2285"
"URI1","POLR2I",4,"URI1-POLR2I<br />0.3729"
"SKA1","CXXC1",3,"SKA1-CXXC1<br />0.3414"
"SKA3","CXXC1",1,"SKA3-CXXC1<br />0.1129"
"SKA1","SGO2",3,"SKA1-SGO2<br />0.3355"
"SKA3","SGO2",3,"SKA3-SGO2<br />0.3289"
"SKA3","SKA1",6,"SKA3-SKA1<br />0.5778"
"RPS12","DNAH10",2,"RPS12-DNAH10<br />0.2399"
"RPS15A","RPS12",3,"RPS15A-RPS12<br />0.298"
"TCP1","RPS12",3,"TCP1-RPS12<br />0.2769"
"TCP1","RPS15A",1,"TCP1-RPS15A<br />0.1476"
"CAP1","BICD2",2,"CAP1-BICD2<br />0.1727"
"CFL1","CAP1",4,"CFL1-CAP1<br />0.3575"
"WDR1","CAP1",3,"WDR1-CAP1<br />0.2779"
"WDR1","CFL1",4,"WDR1-CFL1<br />0.3507"
"ZNF24","FRG2C",3,"ZNF24-FRG2C<br />0.3292"
"RHBDL1","GNG13",2,"RHBDL1-GNG13<br />0.2436"
"ZNF24","GNG13",3,"ZNF24-GNG13<br />0.2507"
"RABIF","RAB10",7,"RABIF-RAB10<br />0.7192"
"RBM47","RAB10",2,"RBM47-RAB10<br />0.238"
"SAMD4B","RAB10",3,"SAMD4B-RAB10<br />0.271"
"RBM47","RABIF",2,"RBM47-RABIF<br />0.1843"
"SAMD4B","RABIF",1,"SAMD4B-RABIF<br />0.1323"
"GTF2H5","EIF4B",1,"GTF2H5-EIF4B<br />0.1497"
"RPL41","EIF4B",3,"RPL41-EIF4B<br />0.2566"
"YBX1","EIF4B",3,"YBX1-EIF4B<br />0.3405"
"YBX1","GTF2H5",3,"YBX1-GTF2H5<br />0.3443"
"YBX1","RPL41",2,"YBX1-RPL41<br />0.2241"
"OR10A4","FOXK1",1,"OR10A4-FOXK1<br />0.1303"
"RANBP3","FOXK1",3,"RANBP3-FOXK1<br />0.3309"
"UBALD2","FOXK1",4,"UBALD2-FOXK1<br />0.3854"
"UBALD2","OR10A4",3,"UBALD2-OR10A4<br />0.2523"
"UBALD2","RANBP3",2,"UBALD2-RANBP3<br />0.2271"
"GTF2F2","ARGLU1",1,"GTF2F2-ARGLU1<br />0.1453"
"SAP18","ARGLU1",3,"SAP18-ARGLU1<br />0.2919"
"SFSWAP","ARGLU1",3,"SFSWAP-ARGLU1<br />0.2926"
"SAP18","GTF2F2",3,"SAP18-GTF2F2<br />0.3064"
"OR1E2","OR1D2",3,"OR1E2-OR1D2<br />0.2933"
"TOP2A","OR1E2",2,"TOP2A-OR1E2<br />0.241"
"ZZEF1","OR1E2",2,"ZZEF1-OR1E2<br />0.2431"
"RPL36AL","LMAN2",1,"RPL36AL-LMAN2<br />0.1377"
"SET","LMAN2",3,"SET-LMAN2<br />0.2589"
"RPL39","RPL36AL",3,"RPL39-RPL36AL<br />0.298"
"SET","RPL36AL",3,"SET-RPL36AL<br />0.2986"
"RAD1","HUS1",5,"RAD1-HUS1<br />0.5325"
"RAD17","HUS1",5,"RAD17-HUS1<br />0.5076"
"RAD9A","HUS1",7,"RAD9A-HUS1<br />0.6569"
"RAD17","RAD1",4,"RAD17-RAD1<br />0.3802"
"RAD9A","RAD1",5,"RAD9A-RAD1<br />0.4703"
"RAD9A","RAD17",5,"RAD9A-RAD17<br />0.5289"
"LAMTOR3","LAMTOR2",6,"LAMTOR3-LAMTOR2<br />0.6095"
"RRAGA","LAMTOR2",4,"RRAGA-LAMTOR2<br />0.4468"
"RRAGC","LAMTOR2",4,"RRAGC-LAMTOR2<br />0.3909"
"RRAGA","LAMTOR3",5,"RRAGA-LAMTOR3<br />0.5178"
"RRAGC","LAMTOR3",5,"RRAGC-LAMTOR3<br />0.4868"
"RRAGC","RRAGA",4,"RRAGC-RRAGA<br />0.4242"
"NPM1","NANOG",3,"NPM1-NANOG<br />0.3123"
"RPL7L1","NANOG",1,"RPL7L1-NANOG<br />0.1064"
"RPL7L1","NPM1",2,"RPL7L1-NPM1<br />0.2375"
"SUMO2","NPM1",3,"SUMO2-NPM1<br />0.3327"
"SUMO2","RPL7L1",2,"SUMO2-RPL7L1<br />0.1883"
"INTS4","CPSF4",2,"INTS4-CPSF4<br />0.1963"
"POLR2J","CPSF4",3,"POLR2J-CPSF4<br />0.2646"
"TWISTNB","CPSF4",2,"TWISTNB-CPSF4<br />0.1877"
"POLR2J","INTS4",3,"POLR2J-INTS4<br />0.2837"
"TWISTNB","INTS4",2,"TWISTNB-INTS4<br />0.17"
"TWISTNB","POLR2J",3,"TWISTNB-POLR2J<br />0.2771"
"CLPX","CLPP",5,"CLPX-CLPP<br />0.4628"
"FAM136A","CLPP",1,"FAM136A-CLPP<br />0.1055"
"STOML2","CLPP",3,"STOML2-CLPP<br />0.3141"
"STOML2","CLPX",3,"STOML2-CLPX<br />0.3013"
"STOML2","FAM136A",3,"STOML2-FAM136A<br />0.2667"
"KIF4A","APEX2",2,"KIF4A-APEX2<br />0.1814"
"RPS6KA3","APEX2",1,"RPS6KA3-APEX2<br />0.144"
"VCX3A","APEX2",3,"VCX3A-APEX2<br />0.3147"
"RPS6KA3","KIF4A",2,"RPS6KA3-KIF4A<br />0.183"
"VCX3A","KIF4A",3,"VCX3A-KIF4A<br />0.3467"
"VCX3A","RPS6KA3",3,"VCX3A-RPS6KA3<br />0.2721"
"H1FOO","ASIC1",2,"H1FOO-ASIC1<br />0.2222"
"NAA25","ASIC1",1,"NAA25-ASIC1<br />0.1251"
"PPHLN1","ASIC1",3,"PPHLN1-ASIC1<br />0.2757"
"PPHLN1","H1FOO",1,"PPHLN1-H1FOO<br />0.1052"
"PPHLN1","NAA25",2,"PPHLN1-NAA25<br />0.2341"
"ARHGAP29","ACTB",2,"ARHGAP29-ACTB<br />0.2055"
"PPP1CB","ACTB",1,"PPP1CB-ACTB<br />0.1302"
"PPP1R12A","ACTB",3,"PPP1R12A-ACTB<br />0.3133"
"PPP1CB","ARHGAP29",1,"PPP1CB-ARHGAP29<br />0.1144"
"PPP1R12A","ARHGAP29",3,"PPP1R12A-ARHGAP29<br />0.3163"
"PPP1R12A","PPP1CB",3,"PPP1R12A-PPP1CB<br />0.3378"
"POLR2G","CNN2",3,"POLR2G-CNN2<br />0.298"
"PRSS50","CNN2",3,"PRSS50-CNN2<br />0.2547"
"SNTB2","CNN2",2,"SNTB2-CNN2<br />0.1515"
"PRSS50","POLR2G",2,"PRSS50-POLR2G<br />0.2015"
"SNTB2","POLR2G",2,"SNTB2-POLR2G<br />0.2063"
"SPATA5","FIP1L1",1,"SPATA5-FIP1L1<br />0.1202"
"UTP3","FIP1L1",2,"UTP3-FIP1L1<br />0.2195"
"SPATA5","NAF1",3,"SPATA5-NAF1<br />0.2956"
"UTP3","NAF1",2,"UTP3-NAF1<br />0.1872"
"UTP3","SPATA5",3,"UTP3-SPATA5<br />0.2718"
"PSMD10","PIN4",2,"PSMD10-PIN4<br />0.1952"
"RBM10","PIN4",3,"RBM10-PIN4<br />0.2673"
"ZDHHC22","PIN4",2,"ZDHHC22-PIN4<br />0.2289"
"RBM10","PSMD10",2,"RBM10-PSMD10<br />0.2199"
"PSMB4","PRPF3",2,"PSMB4-PRPF3<br />0.1654"
"SF3B4","PRPF3",2,"SF3B4-PRPF3<br />0.2399"
"SF3B4","PSMB4",4,"SF3B4-PSMB4<br />0.3637"
"TTC27","PSMB4",1,"TTC27-PSMB4<br />0.1262"
"TTC27","SF3B4",3,"TTC27-SF3B4<br />0.3229"
"UXT","PQBP1",3,"UXT-PQBP1<br />0.2798"
"UXT","RPAP3",2,"UXT-RPAP3<br />0.2179"
"WDR92","RPAP3",3,"WDR92-RPAP3<br />0.2562"
"WDR92","UXT",3,"WDR92-UXT<br />0.2947"
"PPIH","CCDC84",3,"PPIH-CCDC84<br />0.3236"
"TXNL4B","CCDC84",3,"TXNL4B-CCDC84<br />0.2771"
"THAP11","PPIH",3,"THAP11-PPIH<br />0.2518"
"PNKP","ERCC6L",2,"PNKP-ERCC6L<br />0.1767"
"SEPTIN2","ERCC6L",2,"SEPTIN2-ERCC6L<br />0.2434"
"VRK1","ERCC6L",3,"VRK1-ERCC6L<br />0.2822"
"SEPTIN2","PNKP",1,"SEPTIN2-PNKP<br />0.1157"
"VRK1","PNKP",3,"VRK1-PNKP<br />0.2967"
"VRK1","SEPTIN2",3,"VRK1-SEPTIN2<br />0.2942"
"NOB1","NIP7",3,"NOB1-NIP7<br />0.2625"
"TAF1C","NIP7",2,"TAF1C-NIP7<br />0.224"
"UTP4","NIP7",4,"UTP4-NIP7<br />0.4209"
"TAF1C","NOB1",3,"TAF1C-NOB1<br />0.265"
"UTP4","NOB1",2,"UTP4-NOB1<br />0.2469"
"UTP4","TAF1C",3,"UTP4-TAF1C<br />0.2768"
"FBXO5","ARIH1",3,"FBXO5-ARIH1<br />0.2621"
"GMNN","ARIH1",1,"GMNN-ARIH1<br />0.1042"
"LIN54","ARIH1",1,"LIN54-ARIH1<br />0.1026"
"GMNN","FBXO5",3,"GMNN-FBXO5<br />0.2875"
"LIN54","FBXO5",2,"LIN54-FBXO5<br />0.2423"
"LIN54","GMNN",2,"LIN54-GMNN<br />0.1819"
"PES1","CCT7",2,"PES1-CCT7<br />0.2075"
"RHOF","CCT7",2,"RHOF-CCT7<br />0.1554"
"USP39","CCT7",3,"USP39-CCT7<br />0.329"
"RHOF","PES1",2,"RHOF-PES1<br />0.236"
"USP39","PES1",3,"USP39-PES1<br />0.3443"
"USP39","RHOF",2,"USP39-RHOF<br />0.1618"
"HIGD2A","FASTKD5",5,"HIGD2A-FASTKD5<br />0.4554"
"MICOS10","FASTKD5",3,"MICOS10-FASTKD5<br />0.2624"
"NDUFAF5","FASTKD5",6,"NDUFAF5-FASTKD5<br />0.5588"
"MICOS10","HIGD2A",2,"MICOS10-HIGD2A<br />0.193"
"NDUFAF5","HIGD2A",4,"NDUFAF5-HIGD2A<br />0.3599"
"NDUFAF5","MICOS10",1,"NDUFAF5-MICOS10<br />0.1263"
"MED11","MED1",3,"MED11-MED1<br />0.3399"
"MED21","MED1",3,"MED21-MED1<br />0.2992"
"MED9","MED1",7,"MED9-MED1<br />0.6516"
"MED21","MED11",2,"MED21-MED11<br />0.1989"
"MED9","MED11",4,"MED9-MED11<br />0.3624"
"MED9","MED21",3,"MED9-MED21<br />0.2692"
"HIST1H2AE","EEF1E1",1,"HIST1H2AE-EEF1E1<br />0.1346"
"HIST1H2AL","EEF1E1",2,"HIST1H2AL-EEF1E1<br />0.2402"
"HIST1H2AL","HIST1H2AE",3,"HIST1H2AL-HIST1H2AE<br />0.3165"
"MEA1","HIST1H2AE",3,"MEA1-HIST1H2AE<br />0.3074"
"MEA1","HIST1H2AL",2,"MEA1-HIST1H2AL<br />0.1882"
"MYCBP","ARMH1",3,"MYCBP-ARMH1<br />0.267"
"RPS6KA1","ARMH1",3,"RPS6KA1-ARMH1<br />0.2556"
"ZFP69B","ARMH1",3,"ZFP69B-ARMH1<br />0.2737"
